date,order_id,sku,product_name,category,channel,region,units_sold,unit_price,revenue,cost,shipping_cost,platform_fee,ad_spend
2025-07-01,AMA-101486,Bike Mount,Bike Mount,Mount,Amazon,DE,2,19.62,39.24,12,11.18,5.89,2.72
2025-07-01,AMA-101487,X4,X4,Action Camera,Amazon,UK,1,536.47,536.47,320,7.86,80.47,58.8
2025-07-02,AMA-101488,Bike Mount,Bike Mount,Mount,Amazon,US,1,18.18,18.18,6,4.06,2.73,1.62
2025-07-02,AMA-101489,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,1,24.96,24.96,8,4.69,3.74,2.29
2025-07-02,AMA-101490,X4,X4,Action Camera,Amazon,US,1,467.01,467.01,320,8.31,70.05,44.4
2025-07-02,AMA-101491,Battery,Battery,Accessory,Amazon,UK,1,43.69,43.69,15,4.06,6.55,4.31
2025-07-02,AMA-101492,Tripod Stand,Tripod Stand,Mount,Amazon,DE,1,36.18,36.18,10,5.21,5.43,2.67
2025-07-02,AMA-101493,X3,X3,Action Camera,Amazon,UK,1,480.05,480.05,220,4.64,72.01,55.32
2025-07-02,AMA-101494,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,385.84,385.84,200,6.03,57.88,27.43
2025-07-02,AMA-101495,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,378.23,378.23,200,4.49,56.73,20.3
2025-07-02,AMA-101496,X4,X4,Action Camera,Amazon,US,1,442.42,442.42,320,7.94,66.36,30.56
2025-07-02,AMA-101497,GO 3S,GO 3S,Action Camera,Amazon,US,1,225.84,225.84,140,7.38,33.88,13.1
2025-07-02,AMA-101498,GO 3S,GO 3S,Action Camera,Amazon,US,1,225.11,225.11,140,8.99,33.77,18.41
2025-07-02,AMA-101499,X4,X4,Action Camera,Amazon,DE,1,511.93,511.93,320,4.86,76.79,36.93
2025-07-02,AMA-101500,X3,X3,Action Camera,Amazon,US,1,378.06,378.06,220,7.42,56.71,44.13
2025-07-02,AMA-101501,Charging Hub,Charging Hub,Accessory,Amazon,UK,1,63.34,63.34,20,7.44,9.5,7.38
2025-07-02,AMA-101502,X3,X3,Action Camera,Amazon,US,1,413.69,413.69,220,9.11,62.05,43.12
2025-07-02,AMA-101503,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,337.08,337.08,200,4.17,50.56,19.96
2025-07-02,AMA-101504,Battery,Battery,Accessory,Amazon,US,1,36.77,36.77,15,8.43,5.52,3.86
2025-07-02,AMA-101505,Battery,Battery,Accessory,Amazon,US,1,37.44,37.44,15,5.97,5.62,3.85
2025-07-02,AMA-101506,X4,X4,Action Camera,Amazon,US,3,458.28,1374.84,960,15.33,206.23,110.41
2025-07-02,AMA-101508,Lens Cap,Lens Cap,Accessory,Amazon,UK,2,9.62,19.24,4,6.76,2.89,2.22
2025-07-02,AMA-101509,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,391.56,391.56,200,4.8,58.73,27.56
2025-07-02,AMA-101511,X3,X3,Action Camera,Amazon,UK,2,444.96,889.92,440,10.85,133.49,73.22
2025-07-03,AMA-101512,GO 3S,GO 3S,Action Camera,Amazon,UK,3,285.68,857.04,420,18.33,128.56,96.19
2025-07-03,AMA-101513,Selfie Stick,Selfie Stick,Accessory,Amazon,JP,1,28.17,28.17,8,6.48,4.23,2.59
2025-07-03,AMA-101514,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,33.9,33.9,10,5.6,5.08,3.54
2025-07-03,AMA-101515,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,24.62,24.62,8,6.42,3.69,1.57
2025-07-03,AMA-101516,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,367.57,367.57,200,6.43,55.14,28.91
2025-07-03,AMA-101517,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,336.55,336.55,200,5.0,50.48,19.8
2025-07-03,AMA-101518,Selfie Stick,Selfie Stick,Accessory,Amazon,UK,1,29.74,29.74,8,7.82,4.46,3.09
2025-07-03,AMA-101519,Tripod Stand,Tripod Stand,Mount,Amazon,DE,2,35.64,71.28,20,8.42,10.69,4.99
2025-07-03,AMA-101520,Bike Mount,Bike Mount,Mount,Amazon,US,1,17.6,17.6,6,5.19,2.64,1.17
2025-07-03,AMA-101521,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,331.32,331.32,200,4.67,49.7,32.25
2025-07-03,AMA-101522,Battery,Battery,Accessory,Amazon,DE,1,45.52,45.52,15,8.88,6.83,5.16
2025-07-03,AMA-101524,Charging Hub,Charging Hub,Accessory,Amazon,DE,1,66.45,66.45,20,9.75,9.97,6.48
2025-07-03,AMA-101525,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,33.63,33.63,10,9.59,5.04,1.86
2025-07-03,AMA-101526,Lens Cap,Lens Cap,Accessory,Amazon,DE,1,10.43,10.43,2,9.64,1.56,0.57
2025-07-03,AMA-101527,X4,X4,Action Camera,Amazon,US,1,516.38,516.38,320,9.07,77.46,30.43
2025-07-03,AMA-101529,Ace Pro,Ace Pro,Action Camera,Amazon,US,2,362.14,724.28,400,9.61,108.64,81.35
2025-07-03,AMA-101530,Battery,Battery,Accessory,Amazon,US,1,40.47,40.47,15,6.71,6.07,4.1
2025-07-03,AMA-101531,X4,X4,Action Camera,Amazon,US,1,497.65,497.65,320,6.0,74.65,49.11
2025-07-03,AMA-101532,Lens Cap,Lens Cap,Accessory,Amazon,US,2,8.67,17.34,4,10.04,2.6,1.11
2025-07-03,AMA-101533,X4,X4,Action Camera,Amazon,UK,1,534.66,534.66,320,8.61,80.2,38.98
2025-07-03,AMA-101534,X4,X4,Action Camera,Amazon,DE,1,534.93,534.93,320,7.03,80.24,52.49
2025-07-03,AMA-101535,Charging Hub,Charging Hub,Accessory,Amazon,US,1,54.73,54.73,20,4.87,8.21,3.84
2025-07-04,AMA-101536,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,402.28,402.28,200,6.01,60.34,28.29
2025-07-04,AMA-101537,X4,X4,Action Camera,Amazon,US,1,519.11,519.11,320,8.32,77.87,29.16
2025-07-04,AMA-101538,Battery,Battery,Accessory,Amazon,UK,1,42.55,42.55,15,5.32,6.38,3.65
2025-07-04,AMA-101539,Ace Pro,Ace Pro,Action Camera,Amazon,UK,2,414.75,829.5,400,13.87,124.42,88.01
2025-07-04,AMA-101540,X4,X4,Action Camera,Amazon,US,1,510.93,510.93,320,7.02,76.64,52.3
2025-07-04,AMA-101542,Battery,Battery,Accessory,Amazon,US,1,36.08,36.08,15,6.09,5.41,3.59
2025-07-04,AMA-101543,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,329.07,329.07,200,7.88,49.36,33.16
2025-07-04,AMA-101544,Bike Mount,Bike Mount,Mount,Amazon,UK,1,19.91,19.91,6,9.64,2.99,2.05
2025-07-04,AMA-101545,X3,X3,Action Camera,Amazon,DE,1,451.43,451.43,220,6.64,67.71,45.21
2025-07-04,AMA-101546,X4,X4,Action Camera,Amazon,UK,3,535.29,1605.87,960,13.51,240.88,156.06
2025-07-04,AMA-101547,Charging Hub,Charging Hub,Accessory,Amazon,DE,1,69.37,69.37,20,8.5,10.41,7.66
2025-07-04,AMA-101548,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.55,19.55,6,5.2,2.93,1.08
2025-07-04,AMA-101549,Charging Hub,Charging Hub,Accessory,Amazon,US,2,58.81,117.62,40,10.67,17.64,12.72
2025-07-04,AMA-101550,X4,X4,Action Camera,Amazon,US,1,484.19,484.19,320,8.82,72.63,51.03
2025-07-04,AMA-101551,Battery,Battery,Accessory,Amazon,US,1,40.11,40.11,15,4.44,6.02,2.7
2025-07-04,AMA-101552,GO 3S,GO 3S,Action Camera,Amazon,DE,1,236.1,236.1,140,5.79,35.42,21.36
2025-07-04,AMA-101553,Ace Pro,Ace Pro,Action Camera,Amazon,DE,2,361.65,723.3,400,10.14,108.49,63.97
2025-07-04,AMA-101554,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,42.49,42.49,12,4.04,6.37,2.15
2025-07-04,AMA-101555,GO 3S,GO 3S,Action Camera,Amazon,US,1,222.27,222.27,140,7.35,33.34,15.8
2025-07-04,AMA-101556,GO 3S,GO 3S,Action Camera,Amazon,US,1,218.4,218.4,140,7.04,32.76,13.33
2025-07-04,AMA-101557,Battery,Battery,Accessory,Amazon,US,1,34.79,34.79,15,7.58,5.22,2.38
2025-07-04,AMA-101558,Ace Pro,Ace Pro,Action Camera,Amazon,JP,1,369.05,369.05,200,6.4,55.36,42.97
2025-07-04,AMA-101559,X3,X3,Action Camera,Amazon,DE,1,456.21,456.21,220,8.93,68.43,28.84
2025-07-05,AMA-101560,X3,X3,Action Camera,Amazon,US,1,400.34,400.34,220,5.37,60.05,20.04
2025-07-05,AMA-101561,X4,X4,Action Camera,Amazon,US,1,471.35,471.35,320,6.85,70.7,25.04
2025-07-05,AMA-101562,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.61,8.61,2,7.75,1.29,0.52
2025-07-05,AMA-101563,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.53,19.53,6,7.97,2.93,1.44
2025-07-05,AMA-101564,X4,X4,Action Camera,Amazon,DE,1,569.07,569.07,320,9.72,85.36,65.33
2025-07-05,AMA-101565,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,348.05,348.05,200,9.29,52.21,22.45
2025-07-05,AMA-101566,Charging Hub,Charging Hub,Accessory,Amazon,JP,2,59.11,118.22,40,6.94,17.73,6.84
2025-07-05,AMA-101567,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,2,27.61,55.22,16,6.04,8.28,3.48
2025-07-05,AMA-101569,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,317.75,317.75,200,7.87,47.66,26.21
2025-07-05,AMA-101570,GO 3S,GO 3S,Action Camera,Amazon,JP,1,249.82,249.82,140,8.41,37.47,22.23
2025-07-05,AMA-101571,GO 3S,GO 3S,Action Camera,Amazon,US,1,235.06,235.06,140,5.72,35.26,14.39
2025-07-05,AMA-101572,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,344.13,344.13,200,5.12,51.62,28.51
2025-07-05,AMA-101573,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,343.33,343.33,200,9.62,51.5,33.31
2025-07-05,AMA-101575,Bike Mount,Bike Mount,Mount,Amazon,US,3,19.79,59.37,18,8.92,8.91,6.85
2025-07-05,AMA-101576,Charging Hub,Charging Hub,Accessory,Amazon,US,1,58.28,58.28,20,8.64,8.74,3.05
2025-07-05,AMA-101577,X4,X4,Action Camera,Amazon,US,1,478.91,478.91,320,5.99,71.84,27.54
2025-07-05,AMA-101580,Tripod Stand,Tripod Stand,Mount,Amazon,US,2,35.16,70.32,20,11.72,10.55,6.69
2025-07-05,AMA-101581,X4,X4,Action Camera,Amazon,UK,1,562.23,562.23,320,8.99,84.33,30.96
2025-07-05,AMA-101582,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,343.95,343.95,200,9.34,51.59,29.14
2025-07-05,AMA-101583,GO 3S,GO 3S,Action Camera,Amazon,US,1,212.41,212.41,140,6.27,31.86,15.63
2025-07-06,AMA-101584,Battery,Battery,Accessory,Amazon,US,1,36.14,36.14,15,7.28,5.42,2.17
2025-07-06,AMA-101586,Charging Hub,Charging Hub,Accessory,Amazon,US,1,55.49,55.49,20,8.74,8.32,4.76
2025-07-06,AMA-101588,GO 3S,GO 3S,Action Camera,Amazon,US,1,230.54,230.54,140,6.05,34.58,15.43
2025-07-06,AMA-101589,X4,X4,Action Camera,Amazon,DE,1,495.99,495.99,320,7.91,74.4,51.67
2025-07-06,AMA-101590,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,348.63,348.63,200,5.47,52.29,39.48
2025-07-06,AMA-101592,Bike Mount,Bike Mount,Mount,Amazon,UK,2,21.91,43.82,12,7.7,6.57,3.55
2025-07-06,AMA-101594,Battery,Battery,Accessory,Amazon,US,1,38.27,38.27,15,9.22,5.74,2.04
2025-07-06,AMA-101595,X4,X4,Action Camera,Amazon,UK,1,569.84,569.84,320,5.71,85.48,36.43
2025-07-06,AMA-101596,X4,X4,Action Camera,Amazon,US,1,480.14,480.14,320,7.0,72.02,34.82
2025-07-06,AMA-101598,Lens Cap,Lens Cap,Accessory,Amazon,DE,1,9.88,9.88,2,5.19,1.48,0.69
2025-07-06,AMA-101599,X3,X3,Action Camera,Amazon,US,1,389.29,389.29,220,9.66,58.39,24.79
2025-07-06,AMA-101600,Charging Hub,Charging Hub,Accessory,Amazon,UK,1,62.74,62.74,20,4.23,9.41,4.48
2025-07-06,AMA-101601,X4,X4,Action Camera,Amazon,US,1,505.51,505.51,320,6.72,75.83,49.98
2025-07-06,AMA-101602,X4,X4,Action Camera,Amazon,US,1,519.54,519.54,320,4.4,77.93,44.43
2025-07-06,AMA-101603,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,355.76,355.76,200,7.31,53.36,29.01
2025-07-06,AMA-101604,X3,X3,Action Camera,Amazon,US,1,416.73,416.73,220,6.62,62.51,32.31
2025-07-06,AMA-101605,GO 3S,GO 3S,Action Camera,Amazon,UK,1,276.61,276.61,140,7.18,41.49,29.5
2025-07-06,AMA-101606,X4,X4,Action Camera,Amazon,UK,1,538.75,538.75,320,5.03,80.81,27.04
2025-07-06,AMA-101607,X3,X3,Action Camera,Amazon,UK,1,470.85,470.85,220,5.54,70.63,31.01
2025-07-07,AMA-101608,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,317.19,317.19,200,8.3,47.58,32.96
2025-07-07,AMA-101609,Lens Cap,Lens Cap,Accessory,Amazon,DE,1,10.53,10.53,2,8.92,1.58,0.68
2025-07-07,AMA-101610,X4,X4,Action Camera,Amazon,US,1,478.96,478.96,320,8.69,71.84,48.97
2025-07-07,AMA-101611,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.9,8.9,2,4.05,1.34,0.47
2025-07-07,AMA-101612,Lens Cap,Lens Cap,Accessory,Amazon,US,1,9.13,9.13,2,5.83,1.37,0.48
2025-07-07,AMA-101613,X3,X3,Action Camera,Amazon,US,1,403.25,403.25,220,5.32,60.49,27.77
2025-07-07,AMA-101614,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,46.68,46.68,12,4.87,7.0,5.51
2025-07-07,AMA-101615,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.18,19.18,6,9.91,2.88,1.2
2025-07-07,AMA-101616,X3,X3,Action Camera,Amazon,US,1,404.97,404.97,220,6.78,60.75,35.49
2025-07-07,AMA-101617,GO 3S,GO 3S,Action Camera,Amazon,UK,1,260.22,260.22,140,8.16,39.03,30.09
2025-07-07,AMA-101618,Battery,Battery,Accessory,Amazon,US,1,37.65,37.65,15,4.11,5.65,2.55
2025-07-07,AMA-101619,X4,X4,Action Camera,Amazon,US,1,487.74,487.74,320,9.54,73.16,46.42
2025-07-07,AMA-101620,Helmet Mount,Helmet Mount,Mount,Amazon,DE,1,22.23,22.23,7,8.04,3.33,1.98
2025-07-07,AMA-101621,Battery,Battery,Accessory,Amazon,UK,3,43.54,130.62,45,9.34,19.59,14.1
2025-07-07,AMA-101622,Battery,Battery,Accessory,Amazon,JP,1,41.33,41.33,15,6.75,6.2,3.12
2025-07-07,AMA-101623,Selfie Stick,Selfie Stick,Accessory,Amazon,DE,1,25.58,25.58,8,6.95,3.84,2.7
2025-07-07,AMA-101624,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,371.18,371.18,200,9.36,55.68,22.78
2025-07-07,AMA-101625,X4,X4,Action Camera,Amazon,US,2,459.9,919.8,640,12.55,137.97,98.21
2025-07-07,AMA-101626,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,40.48,40.48,12,6.43,6.07,4.43
2025-07-07,AMA-101627,Selfie Stick,Selfie Stick,Accessory,Amazon,UK,1,30.06,30.06,8,4.32,4.51,2.71
2025-07-07,AMA-101628,GO 3S,GO 3S,Action Camera,Amazon,US,1,223.81,223.81,140,4.92,33.57,24.49
2025-07-07,AMA-101629,Helmet Mount,Helmet Mount,Mount,Amazon,DE,1,21.7,21.7,7,6.56,3.26,1.38
2025-07-07,AMA-101630,X4,X4,Action Camera,Amazon,US,1,461.46,461.46,320,5.25,69.22,42.43
2025-07-08,AMA-101633,Battery,Battery,Accessory,Amazon,UK,1,43.78,43.78,15,6.18,6.57,5.06
2025-07-08,AMA-101635,Bike Mount,Bike Mount,Mount,Amazon,DE,1,19.8,19.8,6,8.29,2.97,1.11
2025-07-08,AMA-101636,Lens Cap,Lens Cap,Accessory,Amazon,DE,1,10.1,10.1,2,8.07,1.52,1.09
2025-07-08,AMA-101639,X4,X4,Action Camera,Amazon,UK,2,543.18,1086.36,640,13.59,162.95,54.34
2025-07-08,AMA-101640,X4,X4,Action Camera,Amazon,US,2,447.34,894.68,640,11.44,134.2,73.01
2025-07-08,AMA-101641,X4,X4,Action Camera,Amazon,US,1,475.93,475.93,320,5.66,71.39,52.78
2025-07-08,AMA-101642,Selfie Stick,Selfie Stick,Accessory,Amazon,UK,1,27.48,27.48,8,9.99,4.12,2.98
2025-07-08,AMA-101643,Charging Hub,Charging Hub,Accessory,Amazon,US,1,51.95,51.95,20,5.81,7.79,2.99
2025-07-08,AMA-101644,Lens Cap,Lens Cap,Accessory,Amazon,DE,1,10.48,10.48,2,4.31,1.57,0.53
2025-07-08,AMA-101645,X3,X3,Action Camera,Amazon,US,1,369.42,369.42,220,7.06,55.41,29.85
2025-07-08,AMA-101646,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.17,8.17,2,6.09,1.23,0.83
2025-07-08,AMA-101647,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,24.43,24.43,8,6.9,3.66,2.16
2025-07-08,AMA-101648,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,404.33,404.33,200,4.81,60.65,22.1
2025-07-08,AMA-101649,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,31.91,31.91,10,6.9,4.79,3.45
2025-07-08,AMA-101650,Selfie Stick,Selfie Stick,Accessory,Amazon,US,1,23.33,23.33,8,9.45,3.5,2.59
2025-07-08,AMA-101651,X3,X3,Action Camera,Amazon,US,1,406.46,406.46,220,6.69,60.97,29.57
2025-07-08,AMA-101652,Charging Hub,Charging Hub,Accessory,Amazon,US,2,60.92,121.84,40,14.51,18.28,9.48
2025-07-08,AMA-101653,GO 3S,GO 3S,Action Camera,Amazon,US,1,234.99,234.99,140,6.85,35.25,25.99
2025-07-08,AMA-101655,Battery,Battery,Accessory,Amazon,DE,2,43.85,87.7,30,14.34,13.16,6.43
2025-07-09,AMA-101656,X4,X4,Action Camera,Amazon,US,1,447.67,447.67,320,5.55,67.15,27.93
2025-07-09,AMA-101658,X4,X4,Action Camera,Amazon,DE,1,578.48,578.48,320,9.35,86.77,55.4
2025-07-09,AMA-101659,X4,X4,Action Camera,Amazon,JP,2,556.26,1112.52,640,11.92,166.88,82.48
2025-07-09,AMA-101660,X3,X3,Action Camera,Amazon,UK,1,475.7,475.7,220,4.83,71.35,31.27
2025-07-09,AMA-101661,Battery,Battery,Accessory,Amazon,UK,1,39.48,39.48,15,8.53,5.92,4.7
2025-07-09,AMA-101662,GO 3S,GO 3S,Action Camera,Amazon,JP,1,250.18,250.18,140,6.85,37.53,20.35
2025-07-09,AMA-101663,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,309.36,309.36,200,7.49,46.4,20.45
2025-07-09,AMA-101665,Lens Cap,Lens Cap,Accessory,Amazon,DE,1,10.4,10.4,2,9.61,1.56,1.11
2025-07-09,AMA-101666,X3,X3,Action Camera,Amazon,JP,1,394.06,394.06,220,6.64,59.11,21.27
2025-07-09,AMA-101667,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,387.1,387.1,200,4.18,58.06,35.95
2025-07-09,AMA-101668,GO 3S,GO 3S,Action Camera,Amazon,DE,1,245.63,245.63,140,4.96,36.84,18.68
2025-07-09,AMA-101669,Charging Hub,Charging Hub,Accessory,Amazon,US,1,59.15,59.15,20,5.44,8.87,3.65
2025-07-09,AMA-101670,Selfie Stick,Selfie Stick,Accessory,Amazon,JP,1,26.99,26.99,8,5.33,4.05,1.84
2025-07-09,AMA-101671,X3,X3,Action Camera,Amazon,US,1,353.54,353.54,220,8.22,53.03,29.86
2025-07-09,AMA-101673,X4,X4,Action Camera,Amazon,UK,1,578.57,578.57,320,4.11,86.79,39.03
2025-07-09,AMA-101674,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.67,8.67,2,9.07,1.3,0.8
2025-07-09,AMA-101675,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,43.12,43.12,12,4.23,6.47,2.2
2025-07-09,AMA-101677,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,385.21,385.21,200,9.54,57.78,29.98
2025-07-09,AMA-101678,Battery,Battery,Accessory,Amazon,DE,1,44.81,44.81,15,6.34,6.72,5.03
2025-07-09,AMA-101679,X3,X3,Action Camera,Amazon,US,1,379.41,379.41,220,5.36,56.91,25.13
2025-07-10,AMA-101680,Charging Hub,Charging Hub,Accessory,Amazon,UK,1,65.18,65.18,20,6.34,9.78,7.44
2025-07-10,AMA-101682,X3,X3,Action Camera,Amazon,US,1,386.32,386.32,220,4.83,57.95,33.19
2025-07-10,AMA-101683,X4,X4,Action Camera,Amazon,US,1,475.38,475.38,320,7.75,71.31,47.98
2025-07-10,AMA-101684,GO 3S,GO 3S,Action Camera,Amazon,US,1,236.33,236.33,140,6.96,35.45,25.86
2025-07-10,AMA-101685,X4,X4,Action Camera,Amazon,US,1,464.67,464.67,320,4.1,69.7,52.14
2025-07-10,AMA-101686,Helmet Mount,Helmet Mount,Mount,Amazon,UK,1,23.13,23.13,7,5.4,3.47,2.0
2025-07-10,AMA-101687,X3,X3,Action Camera,Amazon,US,1,365.04,365.04,220,8.72,54.76,22.52
2025-07-10,AMA-101689,Invisible Stick,Invisible Stick,Accessory,Amazon,US,1,43.96,43.96,12,9.43,6.59,4.61
2025-07-10,AMA-101690,X3,X3,Action Camera,Amazon,UK,1,456.75,456.75,220,8.34,68.51,53.69
2025-07-10,AMA-101691,X4,X4,Action Camera,Amazon,UK,1,582.1,582.1,320,5.15,87.32,39.77
2025-07-10,AMA-101692,X3,X3,Action Camera,Amazon,DE,1,454.0,454.0,220,7.47,68.1,47.27
2025-07-10,AMA-101693,Charging Hub,Charging Hub,Accessory,Amazon,US,1,54.07,54.07,20,6.84,8.11,3.91
2025-07-10,AMA-101694,Tripod Stand,Tripod Stand,Mount,Amazon,US,1,36.66,36.66,10,4.11,5.5,3.63
2025-07-10,AMA-101695,X4,X4,Action Camera,Amazon,US,2,440.12,880.24,640,11.28,132.04,74.91
2025-07-10,AMA-101696,X4,X4,Action Camera,Amazon,UK,1,570.26,570.26,320,9.64,85.54,61.37
2025-07-10,AMA-101698,GO 3S,GO 3S,Action Camera,Amazon,US,1,225.93,225.93,140,6.58,33.89,26.78
2025-07-10,AMA-101700,GO 3S,GO 3S,Action Camera,Amazon,UK,1,258.71,258.71,140,6.57,38.81,20.35
2025-07-10,AMA-101701,Helmet Mount,Helmet Mount,Mount,Amazon,DE,1,22.14,22.14,7,6.56,3.32,1.26
2025-07-10,AMA-101702,X4,X4,Action Camera,Amazon,UK,1,535.87,535.87,320,8.05,80.38,44.95
2025-07-10,AMA-101703,Bike Mount,Bike Mount,Mount,Amazon,US,1,19.45,19.45,6,9.46,2.92,2.09
2025-07-11,AMA-101705,X3,X3,Action Camera,Amazon,DE,2,411.16,822.32,440,14.16,123.35,58.93
2025-07-11,AMA-101706,X3,X3,Action Camera,Amazon,JP,1,431.17,431.17,220,7.18,64.68,35.98
2025-07-11,AMA-101707,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.31,8.31,2,9.72,1.25,0.43
2025-07-11,AMA-101708,X3,X3,Action Camera,Amazon,US,1,384.45,384.45,220,9.22,57.67,38.39
2025-07-11,AMA-101709,X4,X4,Action Camera,Amazon,UK,1,581.7,581.7,320,5.49,87.26,46.07
2025-07-11,AMA-101710,Bike Mount,Bike Mount,Mount,Amazon,US,1,17.18,17.18,6,8.22,2.58,1.95
2025-07-11,AMA-101711,GO 3S,GO 3S,Action Camera,Amazon,JP,1,248.54,248.54,140,7.46,37.28,24.42
2025-07-11,AMA-101713,GO 3S,GO 3S,Action Camera,Amazon,US,1,225.64,225.64,140,4.59,33.85,21.29
2025-07-11,AMA-101714,Bike Mount,Bike Mount,Mount,Amazon,JP,2,18.07,36.14,12,9.41,5.42,3.88
2025-07-11,AMA-101715,Selfie Stick,Selfie Stick,Accessory,Amazon,UK,1,29.72,29.72,8,7.01,4.46,2.45
2025-07-11,AMA-101716,Ace Pro,Ace Pro,Action Camera,Amazon,US,1,355.42,355.42,200,8.65,53.31,37.39
2025-07-11,AMA-101717,X3,X3,Action Camera,Amazon,DE,2,408.0,816.0,440,7.16,122.4,96.53
2025-07-11,AMA-101718,Bike Mount,Bike Mount,Mount,Amazon,DE,1,21.06,21.06,6,7.26,3.16,1.13
2025-07-11,AMA-101719,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,386.74,386.74,200,5.02,58.01,26.88
2025-07-11,AMA-101720,X4,X4,Action Camera,Amazon,JP,1,498.92,498.92,320,7.53,74.84,46.26
2025-07-11,AMA-101721,Battery,Battery,Accessory,Amazon,DE,1,40.58,40.58,15,9.62,6.09,4.37
2025-07-11,AMA-101722,X4,X4,Action Camera,Amazon,US,1,455.02,455.02,320,6.68,68.25,41.89
2025-07-11,AMA-101723,Battery,Battery,Accessory,Amazon,DE,1,44.67,44.67,15,4.61,6.7,4.85
2025-07-11,AMA-101724,X4,X4,Action Camera,Amazon,UK,1,593.56,593.56,320,6.17,89.03,41.61
2025-07-11,AMA-101725,GO 3S,GO 3S,Action Camera,Amazon,US,1,241.18,241.18,140,9.11,36.18,28.48
2025-07-11,AMA-101726,Lens Cap,Lens Cap,Accessory,Amazon,US,1,8.65,8.65,2,9.95,1.3,0.87
2025-07-11,AMA-101727,Charging Hub,Charging Hub,Accessory,Amazon,JP,1,61.05,61.05,20,5.5,9.16,4.64
2025-07-12,AMA-101729,Ace Pro,Ace Pro,Action Camera,Amazon,UK,3,415.38,1246.14,600,9.92,186.92,94.48
2025-07-12,AMA-101730,X3,X3,Action Camera,Amazon,DE,1,436.72,436.72,220,9.11,65.51,46.47
2025-07-12,AMA-101732,GO 3S,GO 3S,Action Camera,Amazon,US,1,230.12,230.12,140,6.12,34.52,15.56
2025-07-12,AMA-101733,Battery,Battery,Accessory,Amazon,US,1,39.95,39.95,15,4.05,5.99,4.62
2025-07-12,AMA-101734,X3,X3,Action Camera,Amazon,US,1,367.09,367.09,220,4.82,55.06,34.08
2025-07-12,AMA-101735,Ace Pro,Ace Pro,Action Camera,Amazon,UK,1,355.58,355.58,200,4.21,53.34,18.43
2025-07-12,AMA-101736,X3,X3,Action Camera,Amazon,DE,1,427.67,427.67,220,7.07,64.15,42.73
2025-07-12,AMA-101737,X4,X4,Action Camera,Amazon,UK,1,548.16,548.16,320,7.87,82.22,46.37
2025-07-12,AMA-101738,Ace Pro,Ace Pro,Action Camera,Amazon,DE,1,379.47,379.47,200,8.06,56.92,42.18
2025-07-12,AMA-101739,GO 3S,GO 3S,Action Camera,Amazon,DE,1,238.79,238.79,140,9.34,35.82,12.45
2025-07-12,AMA-101740,Battery,Battery,Accessory,Amazon,JP,1,41.34,41.34,15,6.56,6.2,3.02
2025-07-12,AMA-101742,GO 3S,GO 3S,Action Camera,Amazon,US,1,240.3,240.3,140,8.59,36.04,27.24
2025-07-12,AMA-101743,Tripod Stand,Tripod Stand,Mount,Amazon,DE,1,35.56,35.56,10,6.6,5.33,2.78
